PuzzleId,GeneratedThemes
39Tat,discoveredAttack short
39ana,pin short
3A19R,long
3A7TV,mateIn4 mate deflection veryLong
3ADvp,long
3AU1b,mateIn3 mate long
3AVWf,fork short
3Av8H,mateIn1 mate oneMove
3Aw4w,fork exposedKing long
3B0xu,mateIn2 mate deflection pin short
3B3Jr,attraction sacrifice long
3B74Q,mateIn2 mate backRankMate short
3BBLx,long
3BKMw,defensiveMove short
3BbVW,intermezzo short
3Bhmf,mateIn3 mate deflection long
3BnLo,mateIn2 mate deflection kingsideAttack short
3BpQQ,skewer rookEndgame short
3BvnE,short
3C1wo,quietMove long
3C4LO,fork exposedKing long
3CCAp,attraction capturingDefender long
3CVqg,quietMove pawnEndgame long
3D5qh,hangingPiece short
3DFXQ,trappedPiece short
3DJIM,mateIn1 mate kingsideAttack oneMove
3Ddtu,quietMove interference kingsideAttack veryLong
3E06S,exposedKing skewer interference intermezzo queenRookEndgame long
3E9Pe,short
3EpBX,mateIn2 mate kingsideAttack short
3Eve6,skewer short
3ExCt,mateIn1 mate rookEndgame oneMove
3FOm7,mateIn1 mate oneMove
3FOqg,mateIn1 mate queensideAttack oneMove
3FU3X,mateIn1 mate queenEndgame oneMove
3FYnl,defensiveMove hangingPiece long
3GCdm,mateIn5 mate sacrifice kingsideAttack veryLong
3GI9t,fork short
3GIF7,kingsideAttack long
3GTJR,deflection advancedPawn exposedKing long
3GTo4,mateIn1 mate oneMove
3GimC,mateIn2 mate advancedPawn promotion rookEndgame short
3Gw07,defensiveMove short
3H44l,mateIn1 mate oneMove
3HWWy,mateIn1 mate backRankMate oneMove
3HXRf,short
3HgPa,quietMove pawnEndgame short
3Hkd8,mateIn3 mate discoveredAttack long
3HwUW,fork short
3I40O,short
3I8hj,mateIn4 mate deflection veryLong
3IG7c,mateIn1 mate oneMove
3IJpx,advancedPawn rookEndgame long
3ISOU,pin queensideAttack short
3IsDc,hangingPiece intermezzo kingsideAttack short
3Jdy1,attraction sacrifice kingsideAttack short
3JeWQ,mateIn1 mate backRankMate hangingPiece rookEndgame oneMove
3Jph0,short
3KCvr,mateIn2 mate kingsideAttack short
3KG9R,skewer short
3KOlq,defensiveMove pin veryLong
3KSPv,long
3Keon,advancedPawn pawnEndgame long
3KuDu,rookEndgame short
3KxLV,mateIn2 mate kingsideAttack short
3L8xA,mateIn1 mate smotheredMate oneMove
3LCkN,short
3LJBN,mateIn1 mate oneMove
3LJdk,mateIn2 mate short
3LMZ4,fork short
3LaEJ,deflection pin veryLong
3Lf0n,mateIn1 mate backRankMate oneMove
3Lp86,mateIn4 mate sacrifice veryLong
3LpKg,mateIn1 mate oneMove
3Lv3C,mateIn1 mate oneMove
3MjGP,deflection rookEndgame short
3Mp4B,quietMove short
3NBli,skewer short
3NQ6J,mateIn1 mate oneMove
3Nj8v,fork long
3NrFd,attraction sacrifice kingsideAttack veryLong
3NyGB,fork long
3O2ba,mateIn1 mate oneMove
3ONq4,fork long
3ONuL,long
3OdE1,hangingPiece short
3OlAR,mateIn2 mate sacrifice kingsideAttack short
3Olsn,interference long
3PAWH,mateIn1 mate kingsideAttack oneMove
3PEYg,deflection long
3Psnh,discoveredAttack short
3Pzyq,mateIn1 mate oneMove
3Q0kD,mateIn1 mate oneMove
3Q9NG,mateIn2 mate short
3QBZu,mateIn1 mate oneMove
3QLQO,attraction fork veryLong
3QPbP,short
3QXJ5,mateIn3 mate long
3QcUb,mateIn3 mate smotheredMate doubleCheck sacrifice kingsideAttack long
3RYcj,defensiveMove long
3SGeM,mateIn2 mate backRankMate sacrifice short
3SHg2,advancedPawn bishopEndgame short
3SlGa,defensiveMove veryLong
3Sshl,mateIn2 mate short
3SviI,advancedPawn long
3T3gc,short
3TCZu,deflection fork long
3TFhe,deflection long
3TKuO,deflection short
3TMaQ,mateIn2 mate deflection short
3TZUM,pin short
3U1TC,mateIn1 mate oneMove
3UIds,mateIn1 mate kingsideAttack oneMove
3UUzC,exposedKing skewer long
3UcHB,hangingPiece long
3VEyM,long
3VUeU,short
3VVRy,mateIn1 mate hangingPiece oneMove
3VWUJ,skewer short
3Vgkf,mateIn3 mate long
3WcJ0,discoveredAttack short
3Wn7Z,mateIn1 mate oneMove
3X0Ld,mateIn4 mate sacrifice kingsideAttack veryLong
3X32T,fork attackingF2F7 long
3X6zN,skewer long
3XM9v,fork short
3XQc4,short
3XRDN,short
3XsqN,mateIn2 mate kingsideAttack short
3XzSE,defensiveMove sacrifice long
3YAQo,mateIn2 mate short
3YLhp,fork short
3Yp0Z,defensiveMove hangingPiece intermezzo long
3Z6UQ,intermezzo short
3ZO5Z,quietMove veryLong
3Zxl4,short
3a9Px,rookEndgame short
3aGf1,exposedKing veryLong
3aeoj,mateIn2 mate short
3b7kp,short
3bRkv,mateIn1 mate oneMove
3c2Ym,mateIn2 mate backRankMate short
3c6Dy,mateIn1 mate oneMove
3cOER,discoveredAttack kingsideAttack veryLong
3cYSx,quietMove short
3cibc,pawnEndgame long
3d6cc,long
3d9dP,sacrifice exposedKing kingsideAttack long
3dETG,discoveredAttack short
3dHAX,skewer rookEndgame short
3dN9A,defensiveMove pawnEndgame long
3dlkp,fork discoveredAttack long
3eup1,pin queenRookEndgame short
3f1SX,kingsideAttack long
3fLdm,long
3fQJl,mateIn1 mate kingsideAttack oneMove
3fTku,short
3fZAT,mateIn3 mate backRankMate sacrifice long
3fZCF,quietMove defensiveMove queenEndgame long
3fo3p,exposedKing long
3fs0M,mateIn1 mate oneMove
3g8kG,quietMove pawnEndgame veryLong
3gRG9,advancedPawn promotion rookEndgame long
3gZCq,deflection advancedPawn promotion queenRookEndgame veryLong
3gbZf,sacrifice skewer long
3h3AU,mateIn2 mate short
3hhiK,mateIn2 mate short
3hsfB,fork veryLong
3hzja,deflection defensiveMove hangingPiece discoveredAttack skewer rookEndgame veryLong
3iC2q,defensiveMove short
3idj1,long
3igNP,mateIn3 mate long
3iv2r,pawnEndgame short
3jAE1,mateIn1 mate oneMove
3jbej,mateIn2 mate kingsideAttack short
3jhN6,attraction fork exposedKing veryLong
3jlIK,long
3kF2V,quietMove bishopEndgame long
3kJd6,mateIn2 mate short
3kMbZ,mateIn2 mate short
3krz8,short
3kuCG,mateIn2 mate attraction sacrifice kingsideAttack short
3lR9N,veryLong
3lTBR,mateIn4 mate exposedKing veryLong
3mJKN,short
3mUjq,mateIn3 mate smotheredMate doubleCheck sacrifice long
3mgRP,defensiveMove fork long
3mjAn,advancedPawn pin long
3nLKm,mateIn1 mate kingsideAttack oneMove
3nSIk,short
3nn8T,mateIn2 mate backRankMate short
3o2qN,fork short
3oJQc,mateIn2 mate kingsideAttack short
3oc2A,fork short
3omBT,fork short
3omRA,sacrifice fork long
3p4Ak,capturingDefender long
3piSj,fork short
3qB1q,mateIn1 mate oneMove
3qWWF,mateIn1 mate oneMove
3qlnl,rookEndgame long
3r0CD,fork short
3r53M,mateIn1 mate kingsideAttack oneMove
3rG5v,mateIn1 mate oneMove
3rUA8,mateIn1 mate hangingPiece oneMove
3rYyG,short
3rc87,mateIn2 mate rookEndgame short
3rjDR,mateIn2 mate short
3rwuS,mateIn2 mate hangingPiece short
3rxHJ,deflection long
3sHHj,mateIn2 mate short
3sHMT,quietMove pin short
3t8Ip,mateIn1 mate oneMove
3tIto,advancedPawn rookEndgame short
3u7IQ,long
3vIgD,short
3vSUw,mateIn1 mate oneMove
3vfQK,short
3vhHI,mateIn2 mate queenRookEndgame short
3vpP6,pin short
3vsZa,mateIn2 mate hookMate kingsideAttack short
3wBAt,quietMove long
3wF5T,hangingPiece short
3waP9,mateIn1 mate oneMove
3webW,queenEndgame long
3wxG4,mateIn2 mate attraction sacrifice kingsideAttack short
3x3ko,advancedPawn pawnEndgame long
3x4rP,mateIn4 mate sacrifice fork veryLong
3x8wJ,mateIn2 mate kingsideAttack short
3xOzN,mateIn1 mate oneMove
3xQiT,mateIn2 mate short
3xkp2,defensiveMove rookEndgame long
3y4ZN,defensiveMove trappedPiece bishopEndgame long
3yVAV,mateIn2 mate sacrifice kingsideAttack short
3yccX,long
3yfvs,mateIn1 mate oneMove
3yjQg,short
3yy9d,short
3z8rG,short
3zBrn,short
3zHJG,quietMove defensiveMove pawnEndgame short
3zlwI,long
403Kh,mateIn2 mate sacrifice short
409sI,fork long
40CFg,discoveredAttack short
40kUj,deflection exposedKing long
41EqF,fork short
41JnP,fork long
422Lh,short
42EKO,mateIn2 mate short
42qHH,mateIn2 mate fork short
43CS9,fork skewer long
43GBr,sacrifice fork veryLong
43UHi,mateIn1 mate doubleCheck oneMove
440iE,mateIn1 mate kingsideAttack oneMove
444ku,mateIn3 mate sacrifice kingsideAttack long
44SQZ,long
44bRE,attraction sacrifice fork long
44c9w,fork short
44l9O,short
4532m,mateIn1 mate oneMove
45arD,mateIn2 mate backRankMate sacrifice short
45nTN,defensiveMove veryLong
464NX,castling short
46IJZ,pawnEndgame long
46Jyj,mateIn1 mate attackingF2F7 oneMove
46TF5,short
46VW2,mateIn2 mate short
470xC,bishopEndgame long
476Op,mateIn1 mate oneMove
47HX0,long
47QL9,mateIn1 mate oneMove
47xnT,quietMove defensiveMove pawnEndgame long
48ArP,mateIn1 mate oneMove
48CNN,deflection kingsideAttack long
48U9x,mateIn2 mate backRankMate queenEndgame short
48ebp,pin kingsideAttack long
492nI,deflection short
495Al,advancedPawn quietMove exposedKing veryLong
49GTL,mateIn1 mate attackingF2F7 oneMove
49Kxy,pin long
49PCz,mateIn2 mate attraction sacrifice kingsideAttack short
49iH5,mateIn1 mate kingsideAttack oneMove
49ryW,pin short
49ze8,deflection hangingPiece pin long
4AJc4,advancedPawn long
4B4Fr,fork veryLong
4B5hK,fork short
4BG6n,mateIn1 mate oneMove
4BL4d,skewer veryLong
4Bxpk,mateIn3 mate backRankMate long
4CAqO,short
4CdDm,pawnEndgame long
4CrdW,mateIn1 mate kingsideAttack oneMove
4Cs2C,long
4DOew,mateIn2 mate short
4Dek5,skewer short
4ECXH,pin short
4EnI4,pin long
4F096,advancedPawn bishopEndgame long
4FFyK,kingsideAttack long
4FKmV,pawnEndgame long
4FfO3,short
4FzST,fork short
4GN56,pin short
4GXCN,fork short
4GbA6,mateIn1 mate kingsideAttack oneMove
4GlNA,skewer short
4H23S,short
4H761,mateIn1 mate oneMove
4H8NT,mateIn2 mate short
4HN9e,defensiveMove clearance short
4Hgmo,short
4I3Nu,advancedPawn defensiveMove promotion short
4IJpG,short
4IOYv,mateIn2 mate short
4IUhm,kingsideAttack short
4IZ1Y,short
4Iwfx,fork short
4Iwxd,bishopEndgame short
4Ix2N,pin long
4J5iU,mateIn1 mate oneMove
4J6RL,long
4JDDN,long
4JSBI,short
4KMtG,short
4KXef,fork short
4KeZr,mateIn2 mate short
4Kz11,quietMove defensiveMove hangingPiece long
4LDpK,long
4LOna,short
4MJeK,mateIn1 mate backRankMate oneMove
4MX6N,short
4MYOB,mateIn2 mate short
4Mskj,pawnEndgame long
4NMXo,advancedPawn promotion bishopEndgame long
4NTwv,mateIn2 mate short
4NrZa,mateIn2 mate sacrifice short
4NyZJ,mateIn2 mate attraction short
4OUdG,discoveredAttack short
4Ot7p,advancedPawn promotion long
4P6bu,mateIn1 mate oneMove
4P8Kp,short
4PDYs,fork long
4PKtQ,pawnEndgame short
4QBZQ,advancedPawn enPassant veryLong
4QHwn,quietMove pawnEndgame veryLong
4QMAn,rookEndgame long
4QNue,defensiveMove discoveredAttack rookEndgame short
4QPBw,xRayAttack kingsideAttack short
4QWEv,mateIn1 mate backRankMate oneMove
4QWv1,long
4Qdp1,short
4QqLW,mateIn1 mate oneMove
4QwiL,mateIn2 mate attraction doubleCheck sacrifice kingsideAttack short
4Rlb1,mateIn4 mate discoveredAttack pin veryLong
4SCDe,discoveredAttack interference short
4ST29,advancedPawn short
4T0k6,sacrifice long
4T3uk,mateIn2 mate backRankMate short
4TGla,long
4TmMh,defensiveMove exposedKing rookEndgame long
4UF5O,mateIn1 mate oneMove
4UH1Q,mateIn1 mate oneMove
4UUoS,mateIn2 mate sacrifice short
4UdqC,deflection veryLong
4Uf8t,short
4VFV9,short
4VGL1,mateIn3 mate long
4VTmm,mateIn2 mate backRankMate deflection discoveredAttack short
4VemU,mateIn2 mate short
4Votb,advancedPawn attackingF2F7 pawnEndgame long
4VqSr,mateIn2 mate kingsideAttack short
4WFTf,quietMove defensiveMove pawnEndgame veryLong
4WLva,long
4WWTO,advancedPawn short
4Wd33,pin kingsideAttack long
4Wiy8,defensiveMove short
4WnQp,mateIn2 mate short
4WtcG,fork short
4XNke,mateIn2 mate attackingF2F7 short
4XOVr,mateIn1 mate queensideAttack oneMove
4XgpQ,fork discoveredAttack exposedKing pin veryLong
4XtHe,mateIn3 mate backRankMate sacrifice long
4Y6g3,mateIn2 mate short
4Y8qc,hangingPiece intermezzo short
4YEcD,mateIn1 mate kingsideAttack oneMove
4YOQm,mateIn1 mate oneMove
4Yc5v,long
4YcJT,fork short
4Yp2C,discoveredAttack long
4Yxsc,short
4Z4Y5,mateIn3 mate long
4Z7qO,mateIn1 mate rookEndgame oneMove
4Z9ia,discoveredAttack short
4ZTc7,mateIn1 mate oneMove
4ZUEy,quietMove veryLong
4Zcr2,defensiveMove sacrifice clearance veryLong
4ZvZC,pawnEndgame long
4a8fq,fork long
4aX7o,deflection short
4adtQ,skewer rookEndgame short
4bDAN,fork queenRookEndgame short
4c3P5,short
4cW6i,fork discoveredAttack long
4cZyg,mateIn1 mate oneMove
4cwiX,skewer long
4d3mc,attraction sacrifice fork discoveredAttack long
4dAmn,skewer queenRookEndgame short
4dDBd,short
4dcES,fork short
4eD6h,advancedPawn trappedPiece long
4eJPN,discoveredAttack short
4ewEH,quietMove pawnEndgame short
4fAFj,advancedPawn long
4faak,mateIn2 mate rookEndgame short
4fhoC,short
4fhpx,fork long
4fxZ5,mateIn2 mate kingsideAttack short
4fyYt,short
4g7TU,fork long
4gBs5,defensiveMove hangingPiece short
4gP9h,veryLong
4gTQc,deflection sacrifice discoveredAttack veryLong
4h79C,deflection long
4hBEa,mateIn2 mate kingsideAttack short
4hrz1,fork short
4huVj,mateIn2 mate backRankMate short
4iAlE,pin short
4iFcm,advancedPawn pawnEndgame long
4iP80,quietMove pawnEndgame long
4iswC,short
4iwLX,advancedPawn promotion veryLong
4j9TR,mateIn2 mate short
4jPhV,pin short
4jbRT,mateIn1 mate oneMove
4jnNQ,mateIn1 mate oneMove
4jvqw,attraction sacrifice fork long
4k4t3,mateIn1 mate oneMove
4kBut,short
4kGrJ,clearance veryLong
4kHlc,kingsideAttack short
4kOnL,defensiveMove short
4kYt3,mateIn2 mate kingsideAttack short
4l4fk,fork long
4lepM,mateIn1 mate oneMove
4lmby,discoveredAttack intermezzo kingsideAttack veryLong
4m4Kl,fork short
4mEy7,mateIn1 mate queensideAttack oneMove
4mS0m,advancedPawn quietMove pawnEndgame veryLong
4mWDa,fork short
4ncOV,mateIn3 mate quietMove rookEndgame long
4nrXY,short
4ntIL,quietMove pawnEndgame short
4oBIO,discoveredAttack long
4osmS,short
4pKNO,mateIn1 mate kingsideAttack oneMove
4pbM1,short
4pgMD,short
4q9YL,attraction fork long
4rARD,discoveredAttack kingsideAttack short
4rIxz,long
4rPth,exposedKing veryLong
4rlKK,mateIn1 mate oneMove
4rqWb,discoveredAttack short
4ruMd,mateIn1 mate oneMove
4rymx,mateIn2 mate backRankMate sacrifice short
4sECQ,mateIn1 mate oneMove
4sKDk,exposedKing skewer long
4sNVM,fork long
4sRq4,fork long
4sf1s,pawnEndgame short
4sq0E,short
4sqN7,fork long
4swYx,queenEndgame short
4tCrz,quietMove pawnEndgame veryLong
4tUUj,long
4tY4u,short
4tl0G,mateIn2 mate fork short
4u1CZ,mateIn1 mate oneMove
4u6is,attraction sacrifice fork long
4uAxe,veryLong
4uKGi,mateIn2 mate short
4uWXA,pin short
4uYMh,fork long
4urVY,mateIn2 mate rookEndgame short
4uw8k,mateIn1 mate kingsideAttack oneMove
4vIqV,quietMove long
4vS6F,sacrifice rookEndgame short
4vYgf,short
4vccg,mateIn2 mate kingsideAttack short
4vhaN,mateIn2 mate short
4wOnF,mateIn1 mate oneMove
4wuma,mateIn3 mate deflection discoveredAttack long
4wy8s,discoveredAttack long
4xePY,mateIn2 mate pin short
4xkj1,pawnEndgame long
4xwTn,pin short
4y0gb,mateIn2 mate short
4y2l4,mateIn2 mate kingsideAttack short
4y7Dd,exposedKing long
4yBeY,hangingPiece intermezzo short
4yNhQ,mateIn1 mate smotheredMate kingsideAttack oneMove
4yVST,mateIn2 mate kingsideAttack short
4yWN9,mateIn1 mate oneMove
4ygTG,defensiveMove rookEndgame short
4yzRg,fork short
4zbFp,fork short
4zjmV,kingsideAttack short
4zzGd,mateIn2 mate backRankMate rookEndgame short
50QXU,mateIn2 mate sacrifice pin short
50nOc,fork skewer clearance veryLong
51NXD,trappedPiece discoveredAttack short
51acl,short
51bF6,pawnEndgame long
51p0W,mateIn1 mate oneMove
521hZ,mateIn1 mate queensideAttack oneMove
523QC,discoveredAttack short
52EQ7,long
52QAP,mateIn1 mate oneMove
52Xso,mateIn1 mate oneMove
52YEe,mateIn1 mate oneMove
52jkD,short
52xRn,defensiveMove long
537Ra,skewer veryLong
542j8,fork pin veryLong
5480L,mateIn2 mate short
5495E,discoveredAttack long
549EE,mateIn1 mate backRankMate queenRookEndgame oneMove
54R3A,mateIn1 mate queensideAttack oneMove
54aER,mateIn2 mate sacrifice short
54fFu,pin short
54skK,mateIn1 mate backRankMate hangingPiece oneMove
55BnD,mateIn3 mate backRankMate long
55LHJ,short
563wW,fork long
567uP,defensiveMove pawnEndgame long
56OC7,short
56Pgu,mateIn1 mate oneMove
56Tjl,mateIn3 mate long
57CH7,mateIn3 mate long
57Fl7,defensiveMove bishopEndgame veryLong
57OsH,fork capturingDefender long
57V6z,quietMove short
57a2V,long
57cq6,fork long
58ZwT,mateIn2 mate hangingPiece short
58taj,mateIn3 mate sacrifice long
59IfE,mateIn1 mate oneMove
59Wk8,quietMove pawnEndgame long
5AFSD,fork veryLong
5AydT,mateIn1 mate oneMove
5BLNY,discoveredAttack kingsideAttack veryLong
5BxlD,mateIn2 mate fork short
5C5Pq,rookEndgame long
5CSyO,advancedPawn promotion short
5CZRW,discoveredAttack kingsideAttack short
5Ci2H,long
5CmUh,mateIn2 mate attraction sacrifice kingsideAttack short
5Cxsm,long
5DAXI,fork short
5DHPV,mateIn3 mate attraction sacrifice long
5DKAv,sacrifice fork pin clearance veryLong
5DP6t,attraction fork exposedKing long
5DpjG,mateIn2 mate short
5E0jA,mateIn1 mate backRankMate oneMove
5EDFP,quietMove sacrifice veryLong
5EFsY,mateIn2 mate backRankMate short
5EmXQ,mateIn3 mate attraction deflection sacrifice exposedKing long
5Eys2,mateIn2 mate backRankMate short
5FErq,fork long
5FGEL,mateIn1 mate kingsideAttack oneMove
5FHPM,deflection pin long
5FLmG,mateIn1 mate oneMove
5FWRu,attraction doubleCheck sacrifice queensideAttack veryLong
5FiiB,pawnEndgame long
5Fv5X,short
5G1hD,discoveredAttack short
5G6lV,mateIn2 mate doubleCheck kingsideAttack short
5Gt2F,deflection long
5H8Dj,mateIn1 mate oneMove
5H8Nd,advancedPawn promotion pawnEndgame veryLong
5H8qo,short
5HHP2,long
5HeyG,quietMove short
5I0mN,attraction sacrifice fork veryLong
5IJNk,mateIn1 mate oneMove
5Inka,fork short
5Iu7o,short
5JEWp,interference short
5JGMx,mateIn1 mate kingsideAttack oneMove
5JVLA,kingsideAttack long
5JWxt,mateIn1 mate oneMove
5JqNf,mateIn2 mate discoveredAttack intermezzo kingsideAttack short
5Jqf1,fork short
5JzG9,mateIn1 mate oneMove
5JzhL,skewer queenEndgame short
5K3YF,rookEndgame long
5KMjY,pawnEndgame long
5KeRx,short
5KlW8,mateIn2 mate short
5KpoX,defensiveMove pawnEndgame long
5KrlI,short
5KufM,hangingPiece rookEndgame veryLong
5LSfN,mateIn2 mate fork short
5LZDW,mateIn1 mate kingsideAttack oneMove
5Lfiz,intermezzo long
5LnCq,intermezzo short
5M5Hn,mateIn1 mate hangingPiece oneMove
5M9ED,discoveredAttack short
5MMKU,short
5MOL9,discoveredAttack long
5NDL1,fork short
5Nd1F,short
5Nikv,short
5NlKY,long
5NqJk,mateIn2 mate attraction sacrifice short
5ODII,mateIn1 mate oneMove
5PEID,fork short
5PQ4G,mateIn2 mate rookEndgame short
5Peik,short
5Pfu3,deflection long
5Pj3r,mateIn1 mate oneMove
5Pqj8,mateIn1 mate oneMove
5Q0hm,defensiveMove rookEndgame short
5Q337,kingsideAttack long
5RShH,defensiveMove short
5Rd4D,fork long
5Rtfr,fork long
5S1TK,deflection short
5SQbv,mateIn1 mate queenRookEndgame oneMove
5Sy91,mateIn2 mate short
5T0OH,mateIn1 mate oneMove
5T9M4,pawnEndgame long
5TdsT,attraction advancedPawn sacrifice exposedKing promotion kingsideAttack veryLong
5UEN8,short
5VF3r,advancedPawn pawnEndgame long
5VI1q,defensiveMove pawnEndgame short
5VNzM,mateIn1 mate pin oneMove
5VVHa,advancedPawn short
5VroE,short
5WEJi,mateIn2 mate fork short
5WL4a,attraction deflection veryLong
5WoS0,intermezzo short
5X7zK,sacrifice clearance long
5XBFZ,short
5XJqa,fork short
5XLJ0,advancedPawn sacrifice discoveredAttack queensideAttack veryLong
5XPOE,defensiveMove long
5XRHN,short
5Y96F,mateIn1 mate backRankMate oneMove
5YSDA,mateIn1 mate oneMove
5YUmv,skewer short
5YWVD,mateIn2 mate short
5ZLit,fork short
5ZofZ,short
5Zyp7,mateIn2 mate short
5a3hX,fork short
5aBg7,deflection advancedPawn promotion rookEndgame short
5aLRR,fork exposedKing veryLong
5aiN0,discoveredAttack short
5bAWM,fork short
5bCpO,advancedPawn bishopEndgame short
5bF4z,advancedPawn veryLong
5bNXx,long
5bWoR,short
5bXdQ,defensiveMove pin long
5bmaw,mateIn1 mate oneMove
5cAZq,kingsideAttack short
5cQiH,mateIn1 mate kingsideAttack oneMove
5cY5W,advancedPawn quietMove pawnEndgame veryLong
