PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate,GameDate
0MoFm,rn3rk1/p4pp1/3q3p/2pp4/2P3n1/3BP3/P1Q2PPP/R1B2RK1 w - - 0 15,c4d5 d6h2,939,93,100,53,middlegame,https://lichess.org/amxwRFkc#29,Nimzo-Indian_Defense Nimzo-Indian_Defense_Classical_Variation,,2026-06-01
0N1sk,2r3k1/1p1qpr1p/p3N1BQ/4p3/2pb4/6P1/PPP2P1P/5RK1 b - - 0 25,h7g6 h6g6 g8h8 g6f7 d7e6 f7e6,1122,102,100,34,middlegame,https://lichess.org/NpYzUm5N/black#50,,,2026-06-02
0NV1r,1K6/P3Rpk1/8/6p1/2PP4/7p/8/r7 w - - 0 42,a7a8q a1a8 b8a8 h3h2 e7e1 g5g4 d4d5 g4g3,1327,82,100,61,endgame,https://lichess.org/9BdnoxOz#83,,,2026-06-01
0Olfr,2r2rk1/5ppp/p3p3/1p1pq1PP/8/1P1Q4/2PK1P2/3R2R1 b - - 3 24,c8c3 d3c3 e5c3 d2c3,1386,82,100,62,endgame,https://lichess.org/yJxArN82/black#48,,,2026-06-06
0OyKZ,2R1Rb1r/kp4pp/5p2/1p6/8/5K2/Pr3P1P/8 b - - 1 26,b2a2 c8a8 a7b6 a8a2,1082,127,100,14,endgame,https://lichess.org/iMAhvtJz/black#52,,,2026-06-01
0OzKj,7r/6R1/1pkp4/p4N2/7P/2P5/bKP5/8 b - - 3 34,a2e6 f5d4 c6d5 g7g5,1566,196,100,6,endgame,https://lichess.org/SziGfFzE/black#68,,,2026-06-07
0P2vn,r1bqk2r/ppp2ppp/2n1p3/8/1b6/1PB2Q2/P1PP1PPP/R3KBNR w KQkq - 1 8,c3g7 d8d2,896,113,100,22,opening,https://lichess.org/hp3yH3iH#15,French_Defense French_Defense_Horwitz_Attack,,2026-06-03
0P77e,8/8/1k6/7p/2K5/6P1/8/8 b - - 0 55,h5h4 g3h4 b6c7 h4h5 c7d7 h5h6,1976,77,100,110,endgame master,https://lichess.org/09h2oVJZ/black#110,,,2026-06-01
0PSU4,1k1r4/1q6/4p2p/1pR1P1p1/1Q6/8/3r2PP/1R5K w - - 12 37,c5b5 d2d1 b4e1 d1e1 b1e1 b7b5,1032,117,100,24,endgame,https://lichess.org/KWZZVA9h#73,,,2026-06-02
0PU77,1r6/8/5R1P/K1kP4/2P5/1P5R/8/8 w - - 1 59,a5a4 b8a8 f6a6 a8a6,1165,134,100,22,endgame,https://lichess.org/W2Bk0WX4#117,,,2026-06-02
0Pc4u,r2q2k1/2p4p/6pP/pp1PQ3/2P1n3/3P1rP1/PP2n3/1K1R1R2 b - - 2 27,f3f1 e5g7,1472,77,100,83,middlegame,https://lichess.org/Z65nfIsJ/black#54,,,2026-06-02
0PdqJ,3r2k1/ppp1npp1/3r1q1p/3Rp3/2P5/1PQ1PB2/P4PPP/5RK1 w - - 5 18,d5e5 e7g6 e5e8 d8e8,2146,90,100,28,middlegame,https://lichess.org/xTyyQZU5#35,Nimzo-Indian_Defense Nimzo-Indian_Defense_Classical_Variation,,2026-06-04
0QjmM,1rb2r2/3n1p2/3bp2k/pp2N3/2pPB3/2P1P2Q/PP3q1P/R1B4K b - - 3 21,h6g7 h3h7 g7f6 e5g4 f6e7 g4f2,1107,196,100,44,middlegame,https://lichess.org/2Z18X3Pg/black#42,,,2026-06-06
0QuVO,3rr1k1/pQ3ppp/8/4n3/4R3/8/P1q2PPP/4R1K1 b - - 0 21,e5g4 e4e8 d8e8 e1e8,1378,203,100,9,middlegame,https://lichess.org/poH5DBn6/black#42,,,2026-06-06
0Qxuh,2r3k1/5ppp/1P2p3/2ppP3/5P1n/2R5/7P/B4K2 b - - 0 28,h4f5 b6b7 c8b8 c3c5 f5e7 c5c7,1744,78,100,48,endgame,https://lichess.org/VqrHvmgU/black#56,,,2026-06-01
0R5lO,4r1k1/1p3p2/p1qp1ppp/8/3P2r1/4PQ2/PP3PR1/6RK w - - 0 25,f3c6 g4h4 g2h2 h4h2 h1h2 b7c6,1475,76,100,131,endgame,https://lichess.org/OEoWZ0Ln#49,,,2026-06-04
0RDXD,8/2p4p/2k4r/R6p/Pp6/1K3P2/6P1/8 b - - 0 47,h5h4 a5a6 c6d5 a6h6,1163,214,100,4,endgame,https://lichess.org/X7KZzRpA/black#94,,,2026-06-03
0RYr0,8/8/7p/P2p2k1/1Pn2q2/2P2P2/2Q1K1P1/8 w - - 1 51,a5a6 f4e3 e2f1 c4d2 c2d2 e3d2,1195,101,100,42,endgame,https://lichess.org/QyaLudGx#101,,,2026-06-05
0S5tM,r1b1nrk1/6pp/p1pbp3/3p4/6Q1/2N4R/PPBB2PP/R4q1K w - - 6 22,a1f1 f8f1,1267,149,100,23,middlegame,https://lichess.org/ZvVn0TkH#43,,,2026-06-01
0SC2q,8/3k1b1Q/p3qb1p/1p6/3P4/P1N5/1P4PP/5R1K w - - 1 34,f1f6 e6e1 f6f1 e1f1,1170,142,100,14,endgame,https://lichess.org/h5gLm5sj#67,,,2026-06-08
0SH9g,r2q1rk1/4Np1p/p2p1np1/4P1Q1/2n2P2/1bP5/1P4PP/3RR1K1 b - - 0 24,g8h8 g5f6,1164,215,100,12,middlegame,https://lichess.org/rRYscKmQ/black#48,,,2026-06-04
0SKwy,8/1b4pp/5k2/P1P2p2/qBBp1P1Q/3Pr3/6PP/5K2 b - - 6 41,f6g6 h4g5,1092,109,100,21,endgame,https://lichess.org/LV5Zvv24/black#82,,,2026-06-01
0SMbO,2r2bk1/3q1p1p/6p1/pp2B3/8/5QRP/PP3PP1/2rR2K1 w - - 0 27,f3f6 d7d1 g1h2 d1h1,1306,295,100,1,middlegame,https://lichess.org/jLH3NsKS#53,,,2026-06-07
0SQMX,8/2q3k1/5pP1/7Q/2rP1P2/2P1R1K1/2r5/8 b - - 2 44,c2c3 h5h7 g7f8 h7h8,1667,83,100,35,endgame,https://lichess.org/K1aAdO3P/black#88,,,2026-06-06
0SYSC,R5k1/4bpp1/4p1p1/1r1pB3/2p3q1/8/5P2/2Q2K2 b - - 1 30,g8h7 a8h8 h7h8 c1h6 h8g8 h6g7,1490,106,100,24,endgame,https://lichess.org/5ZCPkssQ/black#60,,,2026-06-07
0SZyn,R7/5pQ1/4p1p1/3pP1k1/3r1q2/6N1/6PP/3R3K w - - 0 34,d1d4 f4c1 d4d1 c1d1 g3f1 d1f1,1105,131,100,14,endgame,https://lichess.org/6IEeKpUa#67,,,2026-06-05
0SlnE,8/8/4k1K1/7p/7P/8/8/8 w - - 3 51,g6g7 e6f5 g7f7 f5g4 f7e6 g4h4,821,117,100,27,endgame,https://lichess.org/O3yVpG1U#101,,,2026-06-08
0TIW0,4r1k1/Q4ppp/8/2B5/P3r1n1/5PP1/6P1/q4RK1 w - - 0 24,f1a1 e4e1 a1e1 e8e1,1366,343,67,7,endgame,https://lichess.org/ZJExQQV7#47,,,2026-06-08
0TTRU,1r1q1rk1/2p1b1pp/1pPp1p2/1Pn2NP1/2P2P1P/2Q1B3/8/R3R1K1 b - - 2 29,f6g5 c3g7,1007,192,100,5,middlegame,https://lichess.org/AJwei2lf/black#58,,,2026-06-05
0TcCw,5r2/2p3k1/1p5p/4pqp1/4B3/2P3PP/P3Qb1K/5R2 b - - 3 28,f5f6 h2g2 f6e6 f1f2,1717,95,100,50,endgame master,https://lichess.org/keHHL89q/black#56,,,2026-06-05
0UAqq,2k2r1r/pp4R1/2p5/4p3/3bp3/2PP1K1p/PP5N/1R1B4 w - - 0 26,f3e4 f8f4,1077,107,100,47,middlegame,https://lichess.org/gu4amDkm#51,,,2026-06-04
0UVKU,2kr4/ppp2pp1/5qp1/4r3/2BP4/4P3/PPQ1K1P1/2R5 b - - 1 20,e5g5 c4e6 c8b8 c2c7 b8a8 c7c8 d8c8 c1c8,1411,76,100,115,endgame,https://lichess.org/euLoZfsW/black#40,,,2026-06-01
0UcQS,4r1k1/1pp1r1pp/1p1p2n1/1P6/3Q1P1q/1P2PP2/P3R1BP/4R1K1 w - - 7 23,f4f5 h4d4 e3d4 e7e2 e1e2 e8e2,1449,76,100,100,master middlegame,https://lichess.org/btsnp5qt#45,,,2026-06-01
0UeQR,r3r1kb/pp1b1p1p/4p1NB/q5P1/3nB3/3Q4/PP3P2/3R1RK1 b - - 0 20,d7b5 g6e7 e8e7 e4h7,1570,85,100,39,middlegame,https://lichess.org/QHvwe1Gp/black#40,,,2026-06-02
0Uovl,8/5Q2/pB3p1p/P2PpNb1/4P3/5b1k/1Pr2P2/4R1K1 w - - 4 36,e1e3 c2c1 e3e1 c1e1,1372,165,100,6,middlegame,https://lichess.org/MuuqAwaJ#71,,,2026-06-08
0VVlQ,2r2r1k/pp1b1p2/3p1R1p/3P3N/2P5/8/PPB3P1/7K b - - 4 38,c8c4 f6h6 h8g8 c2h7,1468,85,100,75,endgame,https://lichess.org/U4t5KI0C/black#76,,,2026-06-02
0VWHc,2R3rk/pp4np/5Q2/3p4/8/1P2q3/P5PP/5R1K b - - 0 31,g8c8 f6f8 c8f8 f1f8,957,132,100,44,endgame,https://lichess.org/CKWUDDHF/black#62,,,2026-06-02
0VuZT,8/R4n2/6pk/8/5Q2/2PK4/6r1/7q b - - 0 46,f7g5 f4f8 h6h5 f8h8,1284,90,100,29,endgame,https://lichess.org/uHPZyDeh/black#92,,,2026-06-06
0W0Wo,7B/5k2/8/4P1r1/5NP1/7P/p4K2/8 b - - 0 47,a2a1q e5e6 f7e7 h8a1,1246,136,100,19,endgame,https://lichess.org/rhGfmoKs/black#94,,,2026-06-01
0W3FS,1r3rk1/pp4b1/1q1pP2p/4pn2/1P2n3/3N4/P3B1Pp/2RQBR1K w - - 2 25,f1f5 b6g1,1722,294,100,11,middlegame,https://lichess.org/NNkWKJ5D#49,,,2026-06-06
0W4kG,1r6/1P3k2/1R6/4K3/3P4/n7/6PP/8 w - - 9 47,d4d5 a3c4 e5f4 c4b6,1120,280,100,20,endgame,https://lichess.org/BzmfUnf7#93,,,2026-06-06
0WLS1,4r2k/5ppp/2NQ4/8/8/1rn5/p5PP/R4K2 w - - 8 35,a1a2 b3b1 f1f2 c3e4,1514,105,100,54,endgame,https://lichess.org/cfwT8y7v#69,,,2026-06-01
0WMVR,4rrk1/pp1q2bp/2pp4/5N1N/2P2P2/3P2Q1/PP6/1RB4K b - - 0 27,d7f5 g3g7,831,332,100,13,middlegame,https://lichess.org/ND7wP7Wx/black#54,,,2026-06-04
0WmYZ,5rk1/6p1/4p2N/1p1bB2p/1PpPp2b/2P1Pq1P/R4P1K/6Q1 b - - 1 37,g8h7 g1g7,1087,197,100,5,middlegame,https://lichess.org/XEroZsKY/black#74,,,2026-06-03
0X2xw,6k1/7p/4P3/2R2p1n/3pp3/6PP/r7/5BK1 b - - 0 36,h5g3 c5c8 g8g7 e6e7,1473,81,100,66,endgame,https://lichess.org/Smqrr9gm/black#72,,,2026-06-02
0XC2m,rn5r/p2k2pp/2pb1p1n/1p2q3/1P6/N1P2Q1P/PB1PBPP1/R4RK1 w - - 2 16,a1e1 e5h2,1047,283,100,2,middlegame,https://lichess.org/Q8nbWUT8#31,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Symmetrical_Variation,,2026-06-05
0XIuR,r3r1k1/p2q1ppp/3p1b2/2pp4/2P5/PP6/5PPP/1RBQR1K1 w - - 0 18,d1d5 e8e1,1050,180,100,19,middlegame,https://lichess.org/HSXPYbM0#35,Scotch_Game Scotch_Game_Scotch_Gambit,,2026-06-06
0XLNL,r2qkbnr/p1p3pp/2p1b3/4Np2/8/4P3/PPPP2PP/RNBQK2R w KQkq - 1 8,e5c6 d8h4 g2g3 h4e4 h1f1 e4c6,1678,87,100,49,opening,https://lichess.org/m5P89xfL#15,Bird_Opening Bird_Opening_Other_variations,,2026-06-05
0XRB5,8/1p6/1P6/6P1/3k4/2p2K2/8/8 w - - 0 55,g5g6 c3c2 g6g7 c2c1q g7g8q c1f1,1694,89,100,43,endgame,https://lichess.org/qPEySXJ5#109,,,2026-06-03
0Xcax,r3q2r/ppp3pp/2n1kn2/8/2Q1p3/2P1B3/P1P2PPP/3RK2R b K - 2 16,e6e7 e3c5,1249,84,100,67,middlegame,https://lichess.org/kDeZhCl9/black#32,Elephant_Gambit Elephant_Gambit_Other_variations,,2026-06-04
0Y0bi,2r1nr1k/1p3p1p/p1bp4/6BP/P3q3/2P5/2PQ3K/4R1R1 b - - 9 30,e4d5 d2d5 c6d5 e1e8,2073,79,100,64,middlegame,https://lichess.org/F40s9Msh/black#60,,,2026-06-06
0YRAu,r7/p3R2k/1p1q2p1/2p4p/2b2r1P/PP6/1BQP4/2K3R1 b - - 0 30,d6e7 c2g6,919,133,100,15,middlegame,https://lichess.org/CdE215n1/black#60,,,2026-06-03
0YfKt,r3qrk1/ppQ4p/4b1pP/4ppn1/n2P3N/2PBP3/P4PP1/2KR3R b - - 0 18,a4c3 c7g7,1072,177,100,5,middlegame,https://lichess.org/JX0cGwZh/black#36,Dutch_Defense Dutch_Defense_Classical_Variation,,2026-06-08
0Z8jm,5R2/8/3kp3/6PR/4rn2/2K5/8/8 w - - 0 53,h5h4 f4d5 c3b3 e4h4,1837,79,100,44,endgame,https://lichess.org/ZiniRt1u#105,,,2026-06-02
0ZG9n,r1bq1rk1/1p3ppp/p2p1nn1/2pN4/P4P2/1B2BQ2/1PP3PP/3R1RK1 b - - 5 16,c8g4 d5f6 d8f6 f3g4,1116,97,100,47,middlegame,https://lichess.org/fQ4vhXsx/black#32,Scotch_Game Scotch_Game_Benima_Defense,,2026-06-04
0Zo75,8/6pk/7p/p1pP4/2Pr4/1P1b1B2/P3R1KP/8 w - - 5 36,e2d2 d3f1 g2f1 d4d2 f1e1 d2d4,2093,149,100,13,endgame,https://lichess.org/CZvhX46C#71,,,2026-06-06
0aXK0,8/3r1p1k/pq1P2pp/8/8/6P1/Qr3PBP/3RR1K1 w - - 2 31,a2a4 b6f2 g1h1 f2g2,1025,98,100,29,middlegame,https://lichess.org/SKL01aqw#61,,,2026-06-06
0aZGV,r2q2kr/pp1b2pp/1bp1N3/n2P4/3P1R2/2P5/PP2Q1PP/RN4K1 b - - 3 16,d7e6 e2e6,982,153,100,37,middlegame,https://lichess.org/rlWFfb80/black#32,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,,2026-06-02
0b7Bx,7k/p5rp/2p2q2/2Ppp3/1P1Q3P/P3P3/7K/6R1 w - - 0 40,d4d2 f6h4,848,300,100,2,endgame,https://lichess.org/xkhVjxWF#79,,,2026-06-04
0b7SV,8/8/3k2p1/5p1p/5P1P/4K3/4n1B1/8 b - - 3 71,e2f4 e3f4 d6e6 f4g5 e6f7 g5h6,1814,262,100,12,endgame,https://lichess.org/hDONhHCx/black#142,,,2026-06-05
0b7rc,2r2rk1/pp1Nnpp1/4p1qp/2p5/3Pb3/P1Q1P3/1P2BPPP/R4RK1 w - - 2 18,d7f8 g6g2,1009,97,100,35,middlegame,https://lichess.org/blnesKnG#35,Queens_Gambit_Declined Queens_Gambit_Declined_Ragozin_Defense,,2026-06-06
0bSu2,r1b3k1/pp3ppp/2B5/2N5/1P6/P7/5PPP/3R2K1 b - - 0 22,b7c6 d1d8,1135,189,100,7,endgame,https://lichess.org/OdhKe7yy/black#44,,,2026-06-06
0bX1E,4r1k1/8/pq1p1pp1/1p3nB1/6n1/3P2PP/PPPQ2B1/R4RK1 w - - 1 22,g1h1 f5g3,1292,136,100,18,middlegame,https://lichess.org/S7BHrjvK#43,,,2026-06-03
0bnj3,4r3/3kBpp1/3q4/p4b1p/P7/8/5PPP/4R1K1 w - - 0 31,e7d6 e8e1,716,101,100,43,endgame,https://lichess.org/Zpv7IY0L#61,,,2026-06-01
0c9J7,r3Q1k1/5ppp/5n2/3q4/8/P7/1P2R1PP/K3R3 b - - 4 33,a8e8 e2e8 f6e8 e1e8,1087,127,100,14,endgame,https://lichess.org/g4DTYKmT/black#66,,,2026-06-01
0d1P7,4k3/1b3q2/p3p3/1p1pRpQp/3r3P/4N1P1/P4PK1/8 b - - 1 37,d4d2 e3f5 d5d4 g2f1 d2d1 f1e2,2226,83,100,50,endgame,https://lichess.org/udYVts8M/black#74,,,2026-06-01
0dVlo,7Q/2p1kp2/1p5p/2p2Kp1/2P3P1/1P1P1P2/8/5q2 w - - 5 40,h8h6 f1f3 f5g5 f7f6 g5h4 f3h1 h4g3 h1h6,1500,500,100,2,endgame,https://lichess.org/ZcWIRZZe#79,,,2026-06-08
0dgHn,4r1k1/p5pp/1p6/4qp2/4b3/P1rBQ3/6PP/1R2NRK1 w - - 2 30,f1f2 e4d3 e3e5 e8e5 e1d3 c3d3,1382,137,100,13,middlegame,https://lichess.org/Vy51w3ru#59,,,2026-06-07
0e0LS,1k1r2r1/ppp1b3/8/1q1p4/3P3p/2P2Q2/PP1B2PP/RN3RK1 w - - 5 22,f3e3 g8g2 g1g2 d8g8 g2f2 g8f8 e3f4 b5b2 f4f8 e7f8,2300,103,100,26,middlegame,https://lichess.org/6hL2H1T1#43,,,2026-06-02
0e0Q7,2b4r/kpP3R1/1N6/2P1p3/4P3/3B1n2/1K5p/8 w - - 1 36,b6c8 h8c8 g7h7 c8c7 h7c7 h2h1q,1358,114,100,32,endgame,https://lichess.org/T8uDwS0H#71,,,2026-06-05
0eF1t,4r3/p6k/5B1p/5P1P/qppP1P2/2Q5/1P4P1/2K3NR w - - 2 36,c3c4 e8e1 c1d2 a4d1,1121,213,100,4,endgame,https://lichess.org/gMBiveiv#71,,,2026-06-06
0ecqP,8/5ppk/Q6p/8/2R2P2/7q/1r3rP1/6RK w - - 0 37,g2h3 f2h2,860,137,100,13,endgame,https://lichess.org/zUmRsXQm#73,,,2026-06-05
0euyc,8/8/3k2pp/pp4p1/2pK1P1P/2P5/PP6/8 w - - 0 44,h4g5 h6h5 d4e4 d6e6 a2a4 b5a4,2040,79,100,36,endgame,https://lichess.org/s9GXjKjj#87,,,2026-06-01
0ezKa,3r1rk1/pp4pp/2q5/4Np2/7n/2N3PP/PP2QPK1/3R1R2 w - - 1 30,g2h2 c6g2,1118,214,100,13,master middlegame,https://lichess.org/eH9zapOS#59,,,2026-06-05
0f4Ly,8/p4pkp/6p1/1p6/3Q4/1Pr2pPq/P6P/4R1K1 b - - 3 29,g7g8 e1e8,995,92,100,44,endgame,https://lichess.org/AQG9Fa8a/black#58,,,2026-06-02
0fGn4,1r6/8/3k1p1p/2nPp1pP/2P3P1/pBK2P2/Pr1R4/3R4 b - - 3 40,c5b3 d2b2 a3b2 a2b3,1726,140,100,18,endgame,https://lichess.org/4acPUMev/black#80,,,2026-06-08
0fHuH,8/4bpk1/4p2p/1p4pP/1Pr3P1/PK6/3B4/6R1 b - - 0 42,c4d4 d2c3 e7f6 c3d4,1123,203,100,9,endgame,https://lichess.org/ZXfTevyd/black#84,,,2026-06-03
0fdGC,8/6p1/p2kp1P1/Pp6/2pPK3/2P5/1P6/8 b - - 0 37,d6e7 e4e5 e7d7 d4d5 e6d5 e5d5,1474,82,100,55,endgame,https://lichess.org/aBUfUoRO/black#74,,,2026-06-06
0fekf,R7/5p2/5Bpk/4P2p/2P4P/8/6PK/3r1n2 w - - 3 39,h2h3 d1d3 g2g3 d3g3,975,120,100,16,endgame,https://lichess.org/nt43hlGq#77,,,2026-06-07
0fqpT,3r1rk1/p6p/3p2p1/qp6/2p1P2P/Pb2PB2/1Q4R1/1K4R1 b - - 0 26,f8f3 g2g6 h7g6 g1g6 g8f7 b2g7 f7e8 g6e6,1496,83,100,46,middlegame,https://lichess.org/S9RCrXh5/black#52,,,2026-06-02
0fuZG,4r1k1/p5rp/2p5/1pPpq3/1P2pR2/P5P1/5Q1P/5RK1 b - - 5 34,d5d4 f4f8 e8f8 f2f8,939,352,100,2,endgame,https://lichess.org/knjOHdoV/black#68,,,2026-06-04
0gHbB,r4brk/1p1q2pR/p2p1p2/4p3/4P3/2N1B3/PPP3PP/3Q1RK1 b - - 0 21,h8h7 d1h5,744,118,100,24,middlegame,https://lichess.org/b5cV2BYP/black#42,,,2026-06-01
0gbsj,r5k1/2p2p2/p4nPQ/3q2N1/7R/5q1K/PP3P1P/8 w - - 4 32,g5f3 d5f3,1143,306,100,2,endgame,https://lichess.org/KwKjayTT#63,,,2026-06-06
0h4Qz,4r1k1/5p1p/p2R2p1/1p3b2/2p2P2/P1B1P3/1P3KP1/8 b - - 3 28,e8e6 d6d8 e6e8 d8e8,1347,123,100,19,endgame,https://lichess.org/1S1JZdm3/black#56,,,2026-06-07
0h9fI,6kr/pp1q4/2pbN1p1/3p4/3P1Pb1/2P1RQP1/PP1BR2r/6K1 w - - 20 31,f3g4 h2h1 g1g2 h8h2 g2f3 h1f1 e2f2 f1f2,985,339,100,12,middlegame,https://lichess.org/3Rb96HaP#61,,,2026-06-08
0hWxf,3r4/5p1k/4p1p1/NR6/1P3n1p/5B1P/2p2PP1/5K2 w - - 0 39,b5c5 d8d1 f3d1 c2d1q,1176,78,100,72,endgame,https://lichess.org/4sKiKcCc#77,,,2026-06-05
0hiUE,4r2k/1p4bp/p3p1p1/8/3q1n2/1B2BP1P/P5P1/4RQ1K b - - 15 39,d4d3 e3f4 d3f1 e1f1,1276,161,100,7,middlegame,https://lichess.org/ABUO2h8J/black#78,,,2026-06-08
0hpNA,8/pp2r3/1r2Bk2/4Rpp1/5p1P/P4K2/6P1/4R3 b - - 0 33,b6e6 h4g5 f6f7 g5g6 f7f6 e5e6 e7e6 g6g7 e6e1 g7g8q,1976,241,100,2,endgame,https://lichess.org/Sf7yNN90/black#66,,,2026-06-08
0hrNm,k7/1p4Qp/3rp3/8/4P2P/KPP5/5qP1/2B5 w - - 3 35,b3b4 d6a6 a3b3 f2a2,1046,208,100,6,endgame,https://lichess.org/dEsweEZQ#69,,,2026-06-06
0i2ed,r4r1k/pp3p1p/1np1pPpQ/2qnP3/P7/2N5/1P4PP/3R1R1K b - - 3 22,f8g8 c3e4 c5e3 e4g5 e3g5 h6g5,1729,213,100,11,middlegame,https://lichess.org/HUJtYble/black#44,,,2026-06-08
0iPSw,r1bq1rk1/pp2bp2/4pn1Q/3n4/3p4/3B1N2/PPP1NPPP/R4RK1 b - - 0 15,f6g4 h6h7,1009,106,100,27,middlegame,https://lichess.org/fQWOWn6v/black#30,Caro-Kann_Defense Caro-Kann_Defense_Main_Line,,2026-06-05
0inAZ,r7/pp2rp2/6kp/2p2n1R/5PP1/2P4R/PP6/6K1 b - - 0 35,f5e3 h5h6 g6g7 h6h7,1620,100,100,38,endgame,https://lichess.org/QOsRGXT2/black#70,,,2026-06-04
0j33H,3r2rk/pp4p1/1q2p1Rp/7P/2pPn3/P3QNR1/1P3PP1/6K1 b - - 3 29,e4g3 g6h6 g7h6 e3h6,1315,133,100,11,middlegame,https://lichess.org/IKa0Y4be/black#58,,,2026-06-08
0k2Ok,r1bq1rk1/ppp2p2/4pb1p/4N1pP/2pP2P1/2P1P3/PPQ2P2/RB2K2R b KQ - 1 16,f6e5 c2h7,1014,167,100,31,middlegame,https://lichess.org/VhdB9sUy/black#32,Horwitz_Defense Horwitz_Defense_Other_variations,,2026-06-01
0lVu2,5Q2/8/1kp5/7K/6P1/p7/1q6/8 b - - 5 54,a3a2 f8b8 b6c5 b8b2 a2a1q b2a1,1166,141,100,9,endgame,https://lichess.org/TESVhcBF/black#108,,,2026-06-07
0llRT,1N6/7p/1k2p1p1/5p2/P2b4/7P/5PP1/6K1 b - - 6 39,b6a5 b8c6 a5b6 c6d4,1157,253,100,7,endgame,https://lichess.org/Ftg0dLeG/black#78,,,2026-06-05
0m3jF,8/8/2P1pk2/8/3PKp2/6p1/5r2/6R1 b - - 0 50,f6g5 g1c1 f2e2 e4d3 e2e3 d3d2,1919,226,100,4,endgame,https://lichess.org/8YQAS1Kw/black#100,,,2026-06-08
0m502,r3qrk1/pbp1nppp/1p2p3/4P1B1/1PP1N1Q1/8/P4RPP/3R2K1 b - - 2 17,e7g6 e4f6 g7f6 g5f6,1557,81,100,85,middlegame,https://lichess.org/oYwDfTx3/black#34,Four_Knights_Game Four_Knights_Game_Italian_Variation,,2026-06-02
0n6ug,r1b2rk1/1pqn2pp/p1nbpp2/2ppN2Q/3P1P2/P1NBP1B1/1PP3PP/R3K2R b KQ - 1 12,h7h6 h5g6 f6f5 g6e6,1852,117,33,22,middlegame,https://lichess.org/ld0yCxhR/black#24,Rapport-Jobava_System Rapport-Jobava_System_Other_variations,,2026-06-04
0nC59,rn1r2k1/pp2qppp/4p1b1/3PN3/8/8/PP3PPP/R2QR1K1 b - - 2 15,d8d5 e5g6 e7d7 g6e7 d7e7 d1d5,1815,168,100,10,middlegame,https://lichess.org/DPKlsIYq/black#30,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation,,2026-06-07
0nWuN,3r1bk1/1pqr1ppp/p1p1p3/4P2P/2P2Q2/1P1B2R1/P4PP1/3R2K1 b - - 2 28,d7d4 d3h7 g8h7 d1d4 d8d4 f4d4,1526,84,100,93,middlegame,https://lichess.org/3ZXxJyww/black#56,,,2026-06-06
0nXvB,2r1k2r/3n1ppp/p3p1b1/1p1pP3/1P1n2P1/P1NB3P/2PQ1P2/4RRK1 w k - 0 21,d3g6 d4f3 g1g2 f3d2,1110,188,100,19,master middlegame,https://lichess.org/Oz5SdTJS#41,,,2026-06-05
0nciC,b7/5qk1/2nQ1npp/1pB2p2/2pP3P/2P2P2/1PB3P1/6K1 b - - 0 29,f7d7 d6f8 g7h7 f8f6,1451,90,100,80,middlegame,https://lichess.org/WoHoUk6s/black#58,,,2026-06-03
0o58c,7k/p4Qp1/7p/5P2/4q3/2p4K/P4B1P/8 w - - 0 41,f7c7 c3c2 h3g3 e4d3,2170,106,100,22,endgame,https://lichess.org/6JAEkvCR#81,,,2026-06-05
0oNaV,r1b1k2r/ppp2pp1/2p5/6Qp/N3P3/3P1B2/PPP2qPP/R1B3Kn w kq - 1 14,g1h1 f2e1,1023,140,100,10,middlegame,https://lichess.org/PfOtSPQV#27,Petrovs_Defense Petrovs_Defense_Stafford_Gambit,,2026-06-02
0oaBA,2kr3r/pppbq2p/2n3p1/1B6/5Q2/1P2P3/P1PP2PP/R3K1NR w KQ - 1 14,e1c1 e7a3 c1b1 c6b4 f4b4 a3b4,1167,196,100,4,middlegame,https://lichess.org/frQPSHTz#27,Nimzo-Larsen_Attack Nimzo-Larsen_Attack_Modern_Variation,,2026-06-06
0pLZI,q2r1r2/k2n1p2/p2Qpb1p/1p1b2p1/2pP2P1/R3BN1P/PP1RPPB1/K7 b - - 5 28,a8c6 d6c6 d5c6 d4d5 d7b6 d5c6,1823,261,100,4,middlegame,https://lichess.org/HNYjHahJ/black#56,,,2026-06-07
0pOu8,1r1r2k1/5ppp/8/p7/P2p2Q1/1P2q1NP/2P3P1/5R1K b - - 0 32,d4d3 g3f5 e3e5 f5h6,1670,75,100,109,endgame,https://lichess.org/LenvHnQd/black#64,,,2026-06-04
0pSOC,8/4k3/6R1/1p6/3P4/3r2p1/6K1/8 w - - 6 58,g6g3 d3g3 g2g3 b5b4 g3f2 b4b3 f2e1 b3b2,1557,119,100,36,endgame,https://lichess.org/0fLHjmvI#115,,,2026-06-07
0q1Eq,8/3r1p2/4p3/4P1pp/2KPk3/5R1P/1P4P1/8 w - - 3 56,f3d3 d7c7 c4b5 e4d3,1329,147,100,16,endgame,https://lichess.org/tmeu48W2#111,,,2026-06-06
